CUENTA,CUENTA,SUBCUENTA,AUTOMAT1,AUTOMAT2,MONEDA,TIPOANALISIS,TIPO CUENTA,TIPO,NIVEL,CUENTA BALANCE COMPARATIVO,AJUSTE CON VERSION CAMBIO,CONVERSION MONEDA
40184,REGALIAS,4018,          ,          ,1,0,1,1,4,0,1,1
40185,IMPUESTO A LOS DIVIDENDOS,4018,          ,          ,1,0,1,1,4,0,1,1
94361001,ENERGIA ELECTRICA,94361,63610001,79110001,1,0,1,3,5,0,1,1
40186,IMPUESTO TEMPORAL A LOS ACTIVOS,4018,          ,          ,1,0,1,1,4,0,1,1
94356001,ALQUILER DE EQUIPOS DIVERSOS,94356,63560001,79110001,1,0,1,3,5,0,1,1
402,CERTIFICADOS TRIBUTARIOS,40,          ,          ,1,0,1,1,2,0,1,1
403,INSTITUCIONES PUBLICAS,40,          ,          ,1,0,1,1,2,0,1,1
4031,ESSALUD,403,          ,          ,1,0,1,1,3,0,1,1
94354001,ALQUILER DE EQUIPOS DE TRANSPORTE,94354,63540001,79110001,1,0,1,3,5,0,1,1
94353001,ALQUILER DE MAQUINARIA Y EQUIPO,94353,63530001,79110001,1,0,1,3,5,0,1,1
4032,ONP,403,          ,          ,1,0,1,1,3,0,1,1
94352001,ALQUILER DE EDIFICACIONES,94352,63520001,79110001,1,0,1,3,5,0,1,1
4033,CONTRIBUCION AL SENATI,403,          ,          ,1,0,1,1,3,0,1,1
94351001,ALQUILER DE TERRENOS,94351,63510001,79110001,1,0,1,3,5,0,1,1
4034,CONTRIBUCION AL SENCICO,403,          ,          ,1,0,1,1,3,0,1,1
94343001,INSTALACIONES ELECTRICAS,94343,63430001,79110001,1,0,1,3,5,0,1,1
4039,OTRAS INSTITUCIONES,403,          ,          ,1,0,1,1,3,0,1,1
94343002,MANTENIMIENTO DE VEHICULO,94343,63430002,79110001,1,0,1,3,5,0,1,1
94343003,MANTENIMIENTO DE EQUIPOS,94343,63430001,79110001,1,0,1,3,5,0,1,1
94341001,MANTENIMIENTO DE EDIFICIO,94341,63410001,79110001,1,0,1,3,5,0,1,1
94331001,TRABAJO DE TERCEROS,94331,63310001,79110001,1,0,1,3,5,0,1,1
404,CONTRIBUCIONES A.F.P,40,          ,          ,1,0,1,1,2,0,1,1
405,GOBIERNOS REGIONALES,40,          ,          ,1,0,1,1,2,0,1,1
406,GOBIERNOS LOCALES,40,          ,          ,1,0,1,1,2,0,1,1
4061,IMPUESTOS,406,          ,          ,1,0,1,1,3,0,1,1
40611,IMPUESTO AL PATRIMONIO VEHICULAR,4061,          ,          ,1,0,1,1,4,0,1,1
40612,IMPUESTOS A LAS APUESTAS,4061,          ,          ,1,0,1,1,4,0,1,1
40613,IMPUESTO  A LOS JUEGOS,4061,          ,          ,1,0,1,1,4,0,1,1
40614,IMPUESTO DE ALCABALA,4061,          ,          ,1,0,1,1,4,0,1,1
40615,IMPUESTO PREDIAL,4061,          ,          ,1,0,1,1,4,0,1,1
94331002,SERVICIO DE COBRANZAS,94331,63310002,79110001,1,0,1,3,5,0,1,1
40616,IMPUESTO AL RODAJE,4061,          ,          ,1,0,1,1,4,0,1,1
40617,IMPUESTO A LOS ESPECTACULOS PUBLICOS NO DEPORTIVOS,4061,          ,          ,1,0,1,1,4,0,1,1
4062,CONTRIBUCIONES,406,          ,          ,1,0,1,1,3,0,1,1
4063,OTROS IMPUESTOS,406,          ,          ,1,0,1,1,3,0,1,1
40631,LICENCIA DE APRETURA DE ESTABLECIMIENTOS,4063,          ,          ,1,0,1,1,4,0,1,1
40632,TRANSPORTE PUBLICA,4063,          ,          ,1,0,1,1,4,0,1,1
40633,ESTACIONAMIENTO DEVEHICULOS,4063,          ,          ,1,0,1,1,4,0,1,1
40634,SERVICIOS PUBLICOS O ARBITRIOS,4063,          ,          ,1,0,1,1,4,0,1,1
40635,SERVICIOS ADMINISTRATIVOS O DERECHOS,4063,          ,          ,1,0,1,1,4,0,1,1
407,ADMINISTRADORA DE FONDOS DE PENSIONES,40,          ,          ,1,0,1,1,2,0,1,1
40701,CONTRIBUCIONES A.F.P.,4070,          ,          ,1,0,1,1,4,0,1,1
94317001,ESTACIONAMIENTO,94317,63170001,79110001,1,0,1,3,5,0,1,1
94316001,PEAJES,94316,63160001,79110001,1,0,1,3,5,0,1,1
94315001,OTROS GASTOS DE VIAJE,94315,63150001,79110001,1,0,1,3,5,0,1,1
94314001,ALIMENTACION,94314,63140001,79110001,1,0,1,3,5,0,1,1
94313001,ALOJAMIENTO,94313,63130001,79110001,1,0,1,3,5,0,1,1
408,EMPRESAS PRESTADORAS DE SERVICIO DE SALUD,40,          ,          ,1,0,1,1,2,0,1,1
4081,CUENTA PROPIA,408,          ,          ,1,0,1,1,3,0,1,1
4082,CUENTA DE TERCEROS,408,          ,          ,1,0,1,1,3,0,1,1
409,OTROS COSTOS ADMINISTRATIVOS E INTERESES,40,          ,          ,1,0,1,1,2,0,1,1
4091,FRACCIONAMIENTO TRIBUTARIO,409,          ,          ,1,0,1,1,3,0,1,1
94312001,CORREOS,94312,63120001,79110001,1,0,1,3,5,0,1,1
94293001,OTROS BENEFICIOS POST - EMPLEO,94293,62930001,79110001,1,0,1,3,5,0,1,1
41,REMUNERACIONES Y PARTICIPACIONES POR PAGAR,4,          ,          ,1,0,1,1,1,0,1,1
411,REMUNERACIONES POR PAGAR,41,          ,          ,1,0,1,1,2,0,1,1
4111,SUELDOS Y SALARIOS POR PAGAR,411,          ,          ,1,0,1,1,3,0,1,1
94291001,COMPENSACION POR TIEMPO DE SERVICIO,94291,62910001,79110001,1,0,1,3,5,0,1,1
94281001,REMUNERACIONES AL DIRECTORIO,94281,62810001,79110001,1,0,1,3,5,0,1,1
4112,COMISIONES POR PAGAR,411,          ,          ,1,0,1,1,3,0,1,1
4113,REMUNERACIONES EN ESPECIE POR PAGAR,411,          ,          ,1,0,1,1,3,0,1,1
4114,GRATIFICACIONES POR PAGAR,411,          ,          ,1,0,1,1,3,0,1,1
94277001,CENCICO,94277,62770001,79110001,1,0,1,3,5,0,1,1
4115,VACACIONES POR PAGAR,411,          ,          ,1,0,1,1,3,0,1,1
94275001,SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EPS Y OTROS PARTICULARES,94275,62750001,79110001,1,0,1,3,5,0,1,1
412,VACACIONES POR PAGAR,41,          ,          ,1,0,1,1,2,0,1,1
413,PARTICIPACION DE LOSTRAABAJADORES POR PAGAR,41,          ,          ,1,0,1,1,2,0,1,1
4131,PARTICIPACION DE LOSTRAABAJADORES POR PAGAR,413,          ,          ,1,0,1,1,3,0,1,1
94274001,SEGURO DE VIDA,94274,62740001,79110001,1,0,1,3,5,0,1,1
414,REMUNERACIONES Y PARTICIPAC.DIRECT.,41,          ,          ,1,0,1,1,2,0,1,1
94273001,SEGURO COMPLEMENTARIO DE TRABAJO Y ENFERMEDADES PROFESIONALES,94273,62730001,79110001,1,0,1,3,5,0,1,1
415,BENEFICIOS SOCIALESDE LOS TRABAJADORES POR PAGAR,41,          ,          ,1,0,1,1,2,0,1,1
4151,COMPENSACION POR TIEMPO  DE SERVICIOS,415,          ,          ,1,0,1,1,3,0,1,1
94272001,REGIMEN DE PENSIONES ( ONP- AFP) EMPLEADOS,94272,62720001,79110001,1,0,1,3,5,0,1,1
4152,ADELANTO DE COMPENSACION POR TIEMPO DE SERVICIOS,415,          ,          ,1,0,1,1,3,0,1,1
94271001,REGIMEN DE PRESTACIONES DE SALUD (ESSALUD) EMPLEADOS,94271,62710001,79110001,1,0,1,3,5,0,1,1
4153,PENSIONES Y JUBILACIONES,415,          ,          ,1,0,1,1,3,0,1,1
94251001,ATENCION AL PERSONAL,94251,62510001,79110001,1,0,1,3,5,0,1,1
419,OTRAS REMUNERACIONES Y PARTICIPACIONES POR PAGAR,41,          ,          ,1,0,1,1,2,0,1,1
94241001,CAPACITACION,94241,62410001,79110001,1,0,1,3,5,0,1,1
42,CUENTAS POR PAGAR COMERCIALES - TERCEROS,4,          ,          ,1,0,1,1,1,0,1,1
421,FACTURAS- BOLETAS Y OTROS COMPROBANTES POR PAGAR,42,          ,          ,1,0,1,1,2,0,1,1
4211,NO EMITIDAS,421,          ,          ,1,0,1,1,3,0,1,1
94219001,BONIFICACIONES,94219,62190001,79110001,1,0,1,3,5,0,1,1
94218001,REFRIGERIO,94218,62180001,79110001,1,0,1,3,5,0,1,1
4212,EMITIDAS,421,          ,          ,1,0,1,1,3,0,1,1
94217001,MOVILIDAD,94217,62170001,79110001,1,0,1,3,5,0,1,1
94216001,ASIGNACION FAMILIAR,94216,62160001,79110001,1,0,1,3,5,0,1,1
422,ANTICIPOS A PROVEEDORES,42,          ,          ,1,0,1,1,2,0,1,1
4221,ANTICIPOS A PROVEEDORES,422,          ,          ,1,0,1,1,3,0,1,1
94216001,ASIGNACION FAMILIAR,94216,62160001,79110001,1,0,1,3,5,0,1,1
94215001,VACACIONES EMPLEADOS,94215,62150001,79110001,1,0,1,3,5,0,1,1
423,LETRAS POR PAGAR,42,          ,          ,1,0,1,1,2,0,1,1
4231,LETRAS POR PAGAR,423,          ,          ,1,0,1,1,3,0,1,1
94214001,GRATIFICACIONES,94214,62140001,79110001,1,0,1,3,5,0,1,1
94213001,REMUNERACIONES EN ESPECIE,94213,62130001,79110001,1,0,1,3,5,0,1,1
424,HONORARIOS POR PAGAR,42,          ,          ,1,0,1,1,2,0,1,1
4241,HONORARIOS POR PAGAR,424,          ,          ,1,0,1,1,3,0,1,1
94212001,COMISIONES,94212,62120001,79110001,1,0,1,3,5,0,1,1
91593001,PEAJES,91593,65930001,79110001,1,0,1,3,5,0,1,1
4251,DETRACCIONES POR PAGAR,425,          ,          ,1,0,1,1,3,0,1,1
91593002,GASTOS VARIOS,91593,65930001,79110001,1,0,1,3,5,0,1,1
91592001,SANCIONES ADMINISTRATIVAS,91592,65920001,79110001,1,0,1,3,5,0,1,1
43,CUENTAS POR  PAGAR COMERCIALES - RELACIONADAS,4,          ,          ,1,0,1,1,1,0,1,1
431,FACTURAS- BOLETAS Y OTROS COMPROBANTES POR PAGAR,43,          ,          ,1,0,1,1,2,0,1,1
4311,NO EMITIDAS,431,          ,          ,1,0,1,1,3,0,1,1
91591001,DONACIONES Y APORTES,91591,65910001,79110001,1,0,1,3,5,0,1,1
91561001,SUMINISTROS,91561,65610001,79110001,1,0,1,3,5,0,1,1
4312,EMITIDAS,431,          ,          ,1,0,1,1,3,0,1,1
91561011,FOTOCOPIAS,91561,65610001,79110001,1,0,1,3,5,0,1,1
91561012,DIARIOS Y REVISTAS,91561,65610001,79110001,1,0,1,3,5,0,1,1
432,ANTICIPOS OTORGADOS,43,          ,          ,1,0,1,1,2,0,1,1
433,LETRAS POR PAGAR,43,          ,          ,1,0,1,1,2,0,1,1
4331,LETRAS POR PAGAR,433,          ,          ,1,0,1,1,3,0,1,1
91561013,UTILES E INSUMOS DE ESCRITORIO,91561,65610001,79110001,1,0,1,3,5,0,1,1
91561014,TALONARIOS DE FACTURAS- BOLETAS Y OTROS,91561,65610001,79110001,1,0,1,3,5,0,1,1
44,CUENTAS POR PAGAR A LOS ACCIONISTAS- DIRECTORES Y GERENTES,4,          ,          ,1,0,1,1,1,0,1,1
441,ACCIONISTAS ( O SOCIOS ),44,          ,          ,1,0,1,1,2,0,1,1
4411,PRESTAMOS,441,          ,          ,1,0,1,1,3,0,1,1
91561015,UTILES DE LIMPIEZA,91561,65610001,79110001,1,0,1,3,5,0,1,1
91561016,UNIFORMES- BOTAS Y OTROS,91561,65610001,79110001,1,0,1,3,5,0,1,1
4412,DIVIDENDOS,441,          ,          ,1,0,1,1,3,0,1,1
91561017,COMBUSTIBLES Y LUBRICANTES,91561,65610001,79110001,1,0,1,3,5,0,1,1
4419,OTRAS CUENTAS POR PAGAR,441,          ,          ,1,0,1,1,3,0,1,1
91561018,ARTICULOS DE FERRETERIA,91561,65610001,79110001,1,0,1,3,5,0,1,1
442,DIRECTORES,44,          ,          ,1,0,1,1,2,0,1,1
4421,DIETAS,442,          ,          ,1,0,1,1,3,0,1,1
91561019,ARTICULOS DE SEGURIDAD,91561,65610001,79110001,1,0,1,3,5,0,1,1
4429,OTRAS CUENTAS POR PAGAR,442,          ,          ,1,0,1,1,3,0,1,1
443,GERENTES,44,          ,          ,1,0,1,1,2,0,1,1
45,OBLIGACIONES FINANCIERAS,4,          ,          ,1,0,1,1,1,0,1,1
451,PRESTAMOS DE INSTITUCIONES FINANCIERAS Y OTRAS ENTIDADES,45,          ,          ,1,0,1,1,2,0,1,1
4511,INSTITUCIONES FINANCIERAS,451,          ,          ,1,0,1,1,3,0,1,1
45111,PRESTAMOS BANCARIOS,4511,          ,          ,1,0,1,1,4,0,1,1
91561020,EXTINTORES,91561,65610001,79110001,1,0,1,3,5,0,1,1
91561601,APORTES,91561,65610001,79110001,1,0,1,3,5,0,1,1
91531001,SUSCRIPCIONES,91531,65310001,79110001,1,0,1,3,5,0,1,1
91521001,REGALIAS,91521,65210001,79110001,1,0,1,3,5,0,1,1
4512,OTRAS ENTIDADES,451,          ,          ,1,0,1,1,3,0,1,1
91511001,SEGUROS,91511,65110001,79110001,1,0,1,3,5,0,1,1
91443001,OTROS TRIBUTOS,91443,64430001,79110001,1,0,1,3,5,0,1,1
91442001,SENCICO,91442,64420001,79110001,1,0,1,3,5,0,1,1
452,CONTATOS DE ARRENDAMIENTO FINANCIERO,45,          ,          ,1,0,1,1,2,0,1,1
453,OBLIGACIONES EMITIDAS,45,          ,          ,1,0,1,1,2,0,1,1
454,OTROS INSTRUMENTOS FINANCIEROS POR PAGAR,45,          ,          ,1,0,1,1,2,0,1,1
4541,LETRAS,454,          ,          ,1,0,1,1,3,0,1,1
45411,LETRAS EN DESCUENTO,4541,          ,          ,1,0,1,1,4,0,1,1
91442002,SERPAR-LIMA,91442,64390001,79110001,1,0,1,3,5,0,1,1
91439001,OTROS TRIBUTOS MUNICIPALES,91439,64390001,79110001,1,0,1,3,5,0,1,1
45412,LETRAS EN DESCUENTO CONTRATO MUTUO,4541,          ,          ,1,0,1,1,4,0,1,1
91434001,LICENCIAS DE FUNCIONAMIENTO,91434,64340001,79110001,1,0,1,3,5,0,1,1
91433001,IMPUESTO VEHICULAR,91433,64330001,79110001,1,0,1,3,5,0,1,1
4542,PAPELES COMERCIALES,454,          ,          ,1,0,1,1,3,0,1,1
4543,BONOS,454,          ,          ,1,0,1,1,3,0,1,1
4544,PAGARES,454,          ,          ,1,0,1,1,3,0,1,1
4545,FACTURAS CONFORMADAS,454,          ,          ,1,0,1,1,3,0,1,1
4549,OTRAS OBLIGACIONES FINANCIERAS,454,          ,          ,1,0,1,1,3,0,1,1
455,COSTOS DE FINANCIACION POR PAGAR,45,          ,          ,1,0,1,1,2,0,1,1
4551,PRESTAMOS DE INSTITUCIONES FINANCIERAS Y OTRAS ENTIDADES,455,          ,          ,1,0,1,1,3,0,1,1
45511,INSTITUCIONES FINANCIERAS,4551,          ,          ,1,0,1,1,4,0,1,1
91432001,ARBITRIOS,91432,64320001,79110001,1,0,1,3,5,0,1,1
91431001,IMPUESTO PREDIAL,91431,64310001,79110001,1,0,1,3,5,0,1,1
45512,OTRAS ENTIDADES,4551,          ,          ,1,0,1,1,4,0,1,1
4552,CONTRATOS DE ARRENDAMIENTO FINANCIERO,455,          ,          ,1,0,1,1,3,0,1,1
4553,OTROS INSTRUMENTOS FINANCIEROS POR PAGAR,455,          ,          ,1,0,1,1,3,0,1,1
45531,LETRAS,4553,          ,          ,1,0,1,1,4,0,1,1
45532,PAPELES COMERCIALES,4553,          ,          ,1,0,1,1,4,0,1,1
45533,BONOS,4553,          ,          ,1,0,1,1,4,0,1,1
45534,PAGARES,4553,          ,          ,1,0,1,1,4,0,1,1
45535,FACTURAS CONFORMADAS,4553,          ,          ,1,0,1,1,4,0,1,1
45539,OTRAS OBLIGACIONES FINANCIERAS,4553,          ,          ,1,0,1,1,4,0,1,1
456,PRESTAMOS CON COMPROMISOS DE RECOMPRA,45,          ,          ,1,0,1,1,2,0,1,1
46,CUENTAS POR PAGAR DIVERSAS - TERCEROS,4,          ,          ,1,0,1,1,1,0,1,1
461,RECLAMACIONES DE TERCEROS,46,          ,          ,1,0,1,1,2,0,1,1
46101,RECLAMOS DE TERCEROS,4610,          ,          ,1,0,1,1,4,0,1,1
91419001,OTROS TRIBUTOS,91419,64190001,79110001,1,0,1,3,5,0,1,1
462,RECLAMACIONES DE TERCEROS,46,          ,          ,1,0,1,1,2,0,1,1
463,PRESTAMOS DE ACCIONISTAS O SOCIOS,46,          ,          ,1,0,1,1,2,0,1,1
464,PASIVOS POR INSTRUMENTO FINANCIEROS DERIVADOS,46,          ,          ,1,0,1,1,2,0,1,1
4641,CARTERA DE NEGOCIACION,464,          ,          ,1,0,1,1,3,0,1,1
4642,INSTRUMENTOS DE COBERTURA,464,          ,          ,1,0,1,1,3,0,1,1
465,PASIVOS POR COMPRA DE ACTIVO INMOVILIZADO,46,          ,          ,1,0,1,1,2,0,1,1
466,PASIVOS FINANCIEROS - COMPROMISO DE VENTA,46,          ,          ,1,0,1,1,2,0,1,1
467,DEPOSITOS RECIBIDOS EN GARANTIA,46,          ,          ,1,0,1,1,2,0,1,1
4671,DEPOSITOS RECIBIDOS EN GARANTIA,467,          ,          ,1,0,1,1,3,0,1,1
91413001,IMPUESTO TEMPORAL A LOS ACTIVOS NETOS,91413,64130001,79110001,1,0,1,3,5,0,1,1
91412001,I.T.F.,91412,64120001,79110001,1,0,1,3,5,0,1,1
469,OTRAS CUENTAS POR PAGAR DIVERSAS,46,          ,          ,1,0,1,1,2,0,1,1
4691,SUBSIDIOS GUBERNAMENTALES,469,          ,          ,1,0,1,1,3,0,1,1
4692,DONACIONES CONDICIONADAS,469,          ,          ,1,0,1,1,3,0,1,1
4699,OTRAS CUENTAS POR PAGAR,469,          ,          ,1,0,1,1,3,0,1,1
91411001,IMPUESTO GENERAL A LAS VENTAS,91411,64110001,79110001,1,0,1,3,5,0,1,1
91392001,SERVICIO DE ANALISIS,91392,63920001,79110001,1,0,1,3,5,0,1,1
47,CUENTAS POR PAGAR DIVERSAS - RELACIONADAS,4,          ,          ,1,0,1,1,1,0,1,1
471,COMPENSAC.POR TIEMPO DE SERVICIOS,47,          ,          ,1,0,1,1,2,0,1,1
4713,PRESTAMOS,471,          ,          ,1,0,1,1,3,0,1,1
91391001,GASTOS BANCARIOS,91391,63910001,79110001,1,0,1,3,5,0,1,1
91381001,SERVICIOS DE PERSONAL,91381,63810001,79110001,1,0,1,3,5,0,1,1
472,COSTOS DE FINANCIACION,47,          ,          ,1,0,1,1,2,0,1,1
473,ANTICIPOS RECIBIDOS,47,          ,          ,1,0,1,1,2,0,1,1
474,REGALIAS,47,          ,          ,1,0,1,1,2,0,1,1
475,DIVIDENDOS,47,          ,          ,1,0,1,1,2,0,1,1
477,PASIVO POR COMPRA DE ACTIVO INMOVILIZADO,47,          ,          ,1,0,1,1,2,0,1,1
479,OTRAS CUENTAS POR PAGAR DIVERSAS,47,          ,          ,1,0,1,1,2,0,1,1
4791,MATRIZ,479,          ,          ,1,0,1,1,3,0,1,1
4792,SUBSIDIARIAS,479,          ,          ,1,0,1,1,3,0,1,1
4793,ASOCIADAS,479,          ,          ,1,0,1,1,3,0,1,1
4794,SUCURSALES,479,          ,          ,1,0,1,1,3,0,1,1
48,PROVISIONES DIVERSAS,4,          ,          ,1,0,1,1,1,0,1,1
481,PROVISION PARA LITIGIOS,48,          ,          ,1,0,1,1,2,0,1,1
482,PROVISION POR DESMANTELAMIENTO- RETIRO O REHABILITACION DEL INMOVILIZADO,48,          ,          ,1,0,1,1,2,0,1,1
483,PROVISION PARA REESTRUCTURACION,48,          ,          ,1,0,1,1,2,0,1,1
484,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO AMBIENTE,48,          ,          ,1,0,1,1,2,0,1,1
485,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL,48,          ,          ,1,0,1,1,2,0,1,1
489,OTRAS PROVISIONES,48,          ,          ,1,0,1,1,2,0,1,1
49,PASIVO DIFERIDO,4,          ,          ,1,0,1,1,1,0,1,1
491,IMPUESTO A LA RENTA DIFERIDO,49,          ,          ,1,0,1,1,2,0,1,1
4911,IMPUESTO A LA RENTA DIFERIDO - PATRIMONIO,491,          ,          ,1,0,1,1,3,0,1,1
4912,IMPUESTO A LA RENTA DIFERIDO - RESULTADOS,491,          ,          ,1,0,1,1,3,0,1,1
492,PARTICIPACIONES  DE LOS TRABAJADORES DIFERIDAS,49,          ,          ,1,0,1,1,2,0,1,1
4921,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS - PATRIMONIO,492,          ,          ,1,0,1,1,3,0,1,1
4922,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS - RESULTADOS,492,          ,          ,1,0,1,1,3,0,1,1
493,INTERESES DIFERIDOS,49,          ,          ,1,0,1,1,2,0,1,1
4931,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCEROS,493,          ,          ,1,0,1,1,3,0,1,1
91373001,GASTOS DE REPRESENTACION,91373,63730001,79110001,1,0,1,3,5,0,1,1
4932,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCONTADO,493,          ,          ,1,0,1,1,3,0,1,1
494,GANANCIA EN VENTA POR CON ARRENDAMIENTO FINANCIERO PARALELO,49,          ,          ,1,0,1,1,2,0,1,1
49400001,VENTAS DIFERIDAS - SOLES,494,          ,          ,1,0,1,3,3,0,1,1
499,OTRAS GANANCIAS DIFERIDAS,49,          ,          ,1,0,1,1,2,0,1,1
4,PASIVO,4,          ,          ,1,0,1,1,0,0,1,1
50,CAPITAL,5,          ,          ,1,0,1,1,1,0,1,1
501,CAPITAL SOCIAL,50,          ,          ,1,0,1,1,2,0,1,1
5011,ACCIONES,501,          ,          ,1,0,1,1,3,0,1,1
91372001,PUBLICACIONES,91372,63720001,79110001,1,0,1,3,5,0,1,1
5012,PARTICIPACIONES,501,          ,          ,1,0,1,1,3,0,1,1
91371001,PUBLICIDAD,91371,63710001,79110001,1,0,1,3,5,0,1,1
508,CAPITAL-AJUSTE POR CORRECC.MONETAR.,50,          ,          ,1,0,1,1,2,0,1,1
52,CAPITAL ADICIONAL,5,          ,          ,1,0,1,1,1,0,1,1
521,PRIMAS ( DESCUENTOS ) DE ACCIONES,52,          ,          ,1,0,1,1,2,0,1,1
522,CAPITALIZACION EN TRAMITE,52,          ,          ,1,0,1,1,2,0,1,1
5221,APORTES,522,          ,          ,1,0,1,1,3,0,1,1
91367001,CABLE,91367,63670001,79110001,1,0,1,3,5,0,1,1
523,REDUCCIONES DE CAPITAL PENDIENTES DE FORMALIZACION,52,          ,          ,1,0,1,1,2,0,1,1
56,RESULTADOS NO REALIZADOS,5,          ,          ,1,0,1,1,1,0,1,1
561,DIFERENCIA EN CAMBIO DE INVERSIONES  PERMANENTES EN ENTIDADES EXTRANJERAS,56,          ,          ,1,0,1,1,2,0,1,1
562,INSTRUMENTOS FINANCIEROS - COBERTURA DE FLUJO DE EFECTIVO,56,          ,          ,1,0,1,1,2,0,1,1
563,GANACIA O PERDIDA EN ACTIVOS O PASIVOS FINANCIEROS DISPONIBLES PARA LA VENTA,56,          ,          ,1,0,1,1,2,0,1,1
5631,GANANCIA,563,          ,          ,1,0,1,1,3,0,1,1
5632,PERDIDA,563,          ,          ,1,0,1,1,3,0,1,1
568,CAPITAL ADICIONAL-AJUSTE POR CORREC,56,          ,          ,1,0,1,1,2,0,1,1
57,EXCEDENTE DE REVALUACION,5,          ,          ,1,0,1,1,1,0,1,1
571,EXCEDENTE DE REVALUACION,57,          ,          ,1,0,1,1,2,0,1,1
5711,INVERSIONES  INMOVILIARIAS,571,          ,          ,1,0,1,1,3,0,1,1
91366001,RADIO NEXTEL,91366,63660001,79110001,1,0,1,3,5,0,1,1
5712,INMUEBLES- MAQUINARIA Y EQUIPO,571,          ,          ,1,0,1,1,3,0,1,1
91365001,INTERNET,91365,63650001,79110001,1,0,1,3,5,0,1,1
5713,INTANGIBLES,571,          ,          ,1,0,1,1,3,0,1,1
572,EXCEDENTE DE REVALUACION - ACCIONES LIBERADAS RECIBIDAS,57,          ,          ,1,0,1,1,2,0,1,1
573,PARTICIPACION EN EXCEDENTE DE REVALUACION- INVERSIONES EN ENTIDADES RELACIONADAS,57,          ,          ,1,0,1,1,2,0,1,1
58,RESERVAS,5,          ,          ,1,0,1,1,1,0,1,1
581,REINVERSION,58,          ,          ,1,0,1,1,2,0,1,1
582,LEGAL,58,          ,          ,1,0,1,1,2,0,1,1
91364001,TELEFONOS Y CELULARES,91364,63640001,79110001,1,0,1,3,5,0,1,1
583,CONTRACTUALES,58,          ,          ,1,0,1,1,2,0,1,1
584,ESTATUTARIAS,58,          ,          ,1,0,1,1,2,0,1,1
585,FACULTATIVAS,58,          ,          ,1,0,1,1,2,0,1,1
588,RESERVAS-AJUSTE POR CORRECC.MONET,58,          ,          ,1,0,1,1,2,0,1,1
589,OTRAS RESERVAS,58,          ,          ,1,0,1,1,2,0,1,1
59,RESULTADOS ACUMULADOS,5,          ,          ,1,0,1,1,1,0,1,1
591,UTILIDADES NO DISTRIBUIDAS,59,          ,          ,1,0,1,1,2,0,1,1
5911,UTILIDADES ACUMULADAS,591,          ,          ,1,0,1,1,3,0,1,1
91363001,AGUA - OFICINA ADMINISTRATIVA,91363,63630001,79110001,1,0,1,3,5,0,1,1
5912,INGRESOS DE AÑOS ANTERIORES,591,          ,          ,1,0,1,1,3,0,1,1
592,PERDIDAS ACUMULADAS,59,          ,          ,1,0,1,1,2,0,1,1
5921,PERDIDAS ACUMULADAS,592,          ,          ,1,0,1,1,3,0,1,1
91361001,ENERGIA ELECTRICA,91361,63610001,79110001,1,0,1,3,5,0,1,1
5922,GASTOS DE AÑOS ANTERIORES,592,          ,          ,1,0,1,1,3,0,1,1
91356001,ALQUILER DE EQUIPOS DIVERSOS,91356,63560001,79110001,1,0,1,3,5,0,1,1
593,UTILIDADES REINVERTIDAS,59,          ,          ,1,0,1,1,2,0,1,1
598,RESUL.EXPOS. A LA INFLAC.ACUM.,59,          ,          ,1,0,1,1,2,0,1,1
60,COMPRAS,6,          ,          ,1,0,1,1,1,0,1,1
600,PRUEBA,60,          ,          ,1,0,1,1,2,0,1,1
601,MERCADERIA,60,          ,          ,1,0,1,1,2,0,1,1
6011,MERCADERIAS,601,          ,          ,1,0,1,1,3,0,1,1
6012,MERCADERIAS DE EXTRACCION,601,          ,          ,1,0,1,1,3,0,1,1
6013,MERCADERIAS AGROPECUARIAS Y PISCICOLAS,601,          ,          ,1,0,1,1,3,0,1,1
6014,MERCADERIAS INMUEBLES,601,          ,          ,1,0,1,1,3,0,1,1
6018,OTRAS MERCADERIAS,601,          ,          ,1,0,1,1,3,0,1,1
602,MATERIAS  PRIMAS,60,          ,          ,1,0,1,1,2,0,1,1
6023,MATERIAS PRIMAS PARA PRODUCTOS AGROPECUARIOS Y  PISCICOLAS,602,          ,          ,1,0,1,1,3,0,1,1
91354001,ALQUILER DE EQUIPOS DE TRANSPORTE,91354,63540001,79110001,1,0,1,3,5,0,1,1
91353001,ALQUILER DE MAQUINARIA Y EQUIPO,91353,63530001,79110001,1,0,1,3,5,0,1,1
91352001,ALQUILER DE EDIFICACIONES,91352,63520001,79110001,1,0,1,3,5,0,1,1
6024,MATERIAS PRIMAS PARA PRODUCTOS INMUEBLES,602,          ,          ,1,0,1,1,3,0,1,1
91351001,ALQUILER DE TERRENOS,91351,63510001,79110001,1,0,1,3,5,0,1,1
91343001,INSTALACIONES ELECTRICAS,91343,63430001,79110001,1,0,1,3,5,0,1,1
91343002,MANTENIMIENTO DE VEHICULO,91343,63430002,79110001,1,0,1,3,5,0,1,1
